# F277W  source: SVO FPS id=JWST/NIRCam.F277W
# wavelength[AA] transmission
30336.400 3.566530e-01
30348.400 3.563130e-01
30360.400 3.559680e-01
30372.400 3.559920e-01
30384.400 3.555880e-01
30396.400 3.551660e-01
30408.500 3.548780e-01
30420.500 3.546390e-01
30432.500 3.543810e-01
30444.500 3.541100e-01
30456.500 3.538270e-01
30468.500 3.535350e-01
30480.500 3.532530e-01
30492.500 3.532940e-01
30504.500 3.529390e-01
30516.500 3.525070e-01
30528.600 3.520790e-01
30540.600 3.516530e-01
30552.600 3.512360e-01
30564.600 3.508240e-01
30576.600 3.504240e-01
30588.600 3.500350e-01
30600.600 3.496810e-01
30612.600 3.496980e-01
30624.600 3.497320e-01
30636.600 3.497840e-01
30648.700 3.498540e-01
30660.700 3.503610e-01
30672.700 3.504690e-01
30684.700 3.507800e-01
30696.700 3.511310e-01
30708.700 3.511320e-01
30720.700 3.510850e-01
30732.700 3.510510e-01
30744.700 3.510210e-01
30756.700 3.509950e-01
30768.700 3.509670e-01
30780.800 3.509330e-01
30792.800 3.508870e-01
30804.800 3.509490e-01
30816.800 3.511780e-01
30828.800 3.513680e-01
30840.800 3.515140e-01
30852.800 3.516020e-01
30864.800 3.516220e-01
30876.800 3.515590e-01
30888.800 3.514010e-01
30900.900 3.511340e-01
30912.900 3.508310e-01
30924.900 3.503810e-01
30936.900 3.500510e-01
30948.900 3.493750e-01
30960.900 3.483620e-01
30972.900 3.471220e-01
30984.900 3.456230e-01
30996.900 3.438530e-01
31008.900 3.416660e-01
31021.000 3.391180e-01
31033.000 3.362300e-01
31045.000 3.329870e-01
31057.000 3.293680e-01
31069.000 3.253520e-01
31081.000 3.209390e-01
31093.000 3.161170e-01
31105.000 3.109150e-01
31117.000 3.053510e-01
31129.000 2.993760e-01
31141.000 2.929910e-01
31153.100 2.862110e-01
31165.100 2.790600e-01
31177.100 2.715620e-01
31189.100 2.637340e-01
31201.100 2.556690e-01
31213.100 2.477470e-01
31225.100 2.393240e-01
31237.100 2.307110e-01
31249.100 2.219540e-01
31261.100 2.130980e-01
31273.200 2.041800e-01
31285.200 1.952490e-01
31297.200 1.863500e-01
31309.200 1.774760e-01
31321.200 1.687020e-01
31333.200 1.600830e-01
31345.200 1.516510e-01
31357.200 1.434350e-01
31369.200 1.354620e-01
31381.200 1.277580e-01
31393.200 1.203370e-01
31405.300 1.132310e-01
31417.300 1.064520e-01
31429.300 9.998750e-02
31441.300 9.383790e-02
31453.300 8.800460e-02
31465.300 8.248750e-02
31477.300 7.734700e-02
31489.300 7.246190e-02
31501.300 6.784520e-02
31513.300 6.351320e-02
31525.400 5.945460e-02
31537.400 5.565860e-02
31549.400 5.211200e-02
31561.400 4.880050e-02
31573.400 4.571260e-02
31585.400 4.283430e-02
31597.400 4.015540e-02
31609.400 3.765740e-02
31621.400 3.533300e-02
31633.400 3.317070e-02
31645.500 3.115930e-02
31657.500 2.929040e-02
31669.500 2.755170e-02
31681.500 2.593550e-02
31693.500 2.443080e-02
31705.500 2.303760e-02
31717.500 2.174750e-02
31729.500 2.056900e-02
31741.500 1.944990e-02
31753.500 1.840410e-02
31765.500 1.743020e-02
31777.600 1.652120e-02
31789.600 1.567280e-02
31801.600 1.487920e-02
31813.600 1.413330e-02
31825.600 1.343620e-02
31837.600 1.278260e-02
31849.600 1.217140e-02
31861.600 1.159750e-02
31873.600 1.105940e-02
31885.600 1.055410e-02
31897.700 1.007890e-02
31909.700 9.633120e-03
31921.700 9.212760e-03
31933.700 8.817880e-03
31945.700 8.445050e-03
31957.700 8.093520e-03
31969.700 7.761510e-03
31981.700 7.455620e-03
31993.700 7.157930e-03
32005.700 6.873410e-03
32017.800 6.603200e-03
32029.800 6.345690e-03
32041.800 6.100280e-03
32053.800 5.866670e-03
32065.800 5.642750e-03
32077.800 5.429820e-03
32089.800 5.225590e-03
32101.800 5.030990e-03
32113.800 4.844040e-03
32125.800 4.660980e-03
32137.800 4.487050e-03
32149.900 4.320910e-03
32161.900 4.161640e-03
32173.900 4.007040e-03
32185.900 3.857450e-03
32197.900 3.713190e-03
32209.900 3.574080e-03
32221.900 3.444670e-03
32233.900 3.314030e-03
32245.900 3.187820e-03
32257.900 3.065300e-03
32270.000 2.946310e-03
32282.000 2.831410e-03
32294.000 2.718720e-03
32306.000 2.609470e-03
32318.000 2.502090e-03
32330.000 2.397840e-03
32342.000 2.296910e-03
32354.000 2.198170e-03
32366.000 2.103270e-03
32378.000 2.010670e-03
32390.100 1.921240e-03
32402.100 1.834270e-03
32414.100 1.749600e-03
32426.100 1.668470e-03
32438.100 1.589110e-03
32450.100 1.515170e-03
32462.100 1.442030e-03
32474.100 1.371530e-03
32486.100 1.304130e-03
32498.100 1.238470e-03
32510.100 1.176260e-03
32522.200 1.115910e-03
32534.200 1.058280e-03
32546.200 1.003260e-03
32558.200 9.497310e-04
